mixbench (v0.04-12-g440a133)
------------------------ Device specifications ------------------------
Device:              NVIDIA GeForce RTX 3090 Ti
CUDA driver version: 12.50
GPU clock rate:      1905 MHz
Memory clock rate:   5250 MHz
Memory bus width:    384 bits
WarpSize:            32
L2 cache size:       6144 KB
Total global mem:    24149 MB
ECC enabled:         No
Compute Capability:  8.6
Total SPs:           10752 (84 MPs x 128 SPs/MP)
Compute throughput:  40965.12 GFlops (theoretical single precision FMAs)
Memory bandwidth:    1008.10 GB/sec
-----------------------------------------------------------------------
Total GPU memory 25322520576, free 25040191488
Buffer size:          256MB
Trade-off type:       compute with global memory (block strided)
Elements per thread:  8
Thread fusion degree: 4
----------------------------------------------------------------------------- CSV data -----------------------------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Half precision ops,,,,                Integer operations,,, 
            9,      4.750,    0.15, 4235.32, 891.65,      2.375,    1.21,  527.17, 221.97,      9.500,    0.15, 8418.74, 886.18,     4.750,    0.16, 4069.23, 856.68
           10,      5.250,    0.15, 4713.21, 897.75,      2.625,    1.33,  528.11, 201.18,     10.500,    0.15, 9299.03, 885.62,     5.250,    0.16, 4527.16, 862.32
           11,      5.750,    0.15, 5162.08, 897.75,      2.875,    1.46,  528.52, 183.83,     11.500,    0.15,10120.54, 880.05,     5.750,    0.16, 4925.91, 856.68
           12,      6.250,    0.15, 5610.96, 897.75,      3.125,    1.58,  529.54, 169.45,     12.500,    0.15,11145.58, 891.65,     6.250,    0.16, 5389.47, 862.32
           13,      6.750,    0.15, 6092.44, 902.58,      3.375,    1.71,  530.10, 157.07,     13.500,    0.15,11955.89, 885.62,     6.750,    0.16, 5782.59, 856.68
           14,      7.250,    0.15, 6521.27, 899.49,      3.625,    1.83,  530.58, 146.37,     14.500,    0.15,12670.29, 873.81,     7.250,    0.16, 6210.93, 856.68
           15,      7.750,    0.15, 6919.08, 892.79,      3.875,    1.96,  531.00, 137.03,     15.500,    0.15,13747.45, 886.93,     7.750,    0.16, 6553.60, 845.63
           16,      8.250,    0.15, 7408.05, 897.95,      4.125,    2.08,  531.37, 128.82,     16.500,    0.15,14514.68, 879.68,     8.250,    0.16, 7021.71, 851.12
           17,      8.750,    0.15, 7846.94, 896.79,      4.375,    2.21,  530.96, 121.36,     17.500,    0.15,15291.73, 873.81,     8.750,    0.16, 7393.26, 844.94
           18,      9.250,    0.15, 8200.66, 886.56,      4.625,    2.34,  531.70, 114.96,     18.500,    0.15,16274.04, 879.68,     9.250,    0.16, 7822.04, 845.63
           20,     10.250,    0.15, 9200.00, 897.56,      5.125,    2.59,  532.07, 103.82,     20.500,    0.15,17913.17, 873.81,    10.250,    0.16, 8657.19, 844.60
           22,     11.250,    0.15,10031.02, 891.65,      5.625,    2.84,  532.52,  94.67,     22.500,    0.15,19538.68, 868.39,    11.250,    0.16, 9452.31, 840.21
           24,     12.250,    0.15,10997.48, 897.75,      6.125,    3.09,  532.72,  86.97,     24.500,    0.15,21266.65, 868.03,    12.250,    0.16,10162.23, 829.57
           28,     14.250,    0.15,12705.96, 891.65,      7.125,    3.59,  533.19,  74.83,     28.500,    0.16,24576.00, 862.32,    14.250,    0.16,11673.60, 819.20
           32,     16.250,    0.15,14394.39, 885.81,      8.125,    4.09,  533.55,  65.67,     32.500,    0.16,27132.74, 834.85,    16.250,    0.17,13066.99, 804.12
           40,     20.250,    0.15,17933.84, 885.62,     10.125,    5.09,  534.05,  52.75,     40.500,    0.16,32971.53, 814.11,    20.250,    0.18,14911.28, 736.36
           48,     24.250,    0.15,21476.32, 885.62,     12.125,    6.09,  534.57,  44.09,     48.500,    0.19,34362.12, 708.50,    24.250,    0.21,15657.62, 645.67
           56,     28.250,    0.15,24850.90, 879.68,     14.125,    7.09,  534.78,  37.86,     56.500,    0.21,35603.69, 630.15,    28.250,    0.24,16099.06, 569.88
           64,     32.250,    0.15,27993.85, 868.03,     16.125,    8.09,  535.06,  33.18,     64.500,    0.24,36283.88, 562.54,    32.250,    0.26,16447.75, 510.01
           80,     40.250,    0.16,33390.18, 829.57,     20.125,   10.09,  535.33,  26.60,     80.500,    0.29,36636.44, 455.11,    40.250,    0.33,16538.08, 410.88
           96,     48.250,    0.18,35361.73, 732.89,     24.125,   12.10,  535.23,  22.19,     96.500,    0.35,36875.94, 382.13,    48.250,    0.39,16819.74, 348.60
          128,     64.250,    0.24,36456.17, 567.41,     32.125,   16.10,  535.68,  16.67,    128.500,    0.47,36774.57, 286.18,    64.250,    0.50,17116.62, 266.41
          192,     96.250,    0.36,36044.80, 374.49,     48.125,   24.11,  535.81,  11.13,    192.500,    0.69,37262.48, 193.57,    96.250,    0.75,17288.41, 179.62
          256,    128.250,    0.47,36945.02, 288.07,     64.125,   32.11,  536.03,   8.36,    256.500,    0.89,38688.11, 150.83,   128.250,    0.99,17401.64, 135.69
          512,    256.250,    0.90,38080.72, 148.61,    128.125,   60.21,  571.20,   4.46,    512.500,    1.63,42327.91,  82.59,   256.250,    1.84,18742.86,  73.14
         1024,    512.250,    1.66,41419.88,  80.86,    256.125,  119.76,  574.08,   2.24,   1024.500,    3.21,42890.44,  41.86,   512.250,    3.65,18829.27,  36.76
--------------------------------------------------------------------------------------------------------------------------------------------------------------------
