mixbench-sycl (v0.04-12-g440a133)
Use "-h" argument to see available options
------------------------ Device specifications ------------------------
Platform:            Intel(R) OpenCL Graphics
Device:              Intel(R) Arc(TM) A750 Graphics/Intel(R) Corporation
Driver version:      23.48.27912
Address bits:        64
GPU clock rate:      2400 MHz
Total global mem:    7721 MB
Max allowed buffer:  3860 MB
SYCL version:        3.0
Total CUs:           448
-----------------------------------------------------------------------
Total GPU memory:     8096681984
Buffer size:          256MB
Elements per thread:  8
Thread fusion degree: 4
Timer:                SYCL event based
Warning:              Double precision computations are not supported
----------------------------------------------------------------------------- CSV data -----------------------------------------------------------------------------
Experiment ID, Single Precision ops,,,,              Double precision ops,,,,              Half precision ops,,,,                Integer operations,,, 
           18,      9.250,    0.32, 3921.87, 423.99,      4.625,    0.00,     inf,    inf,     18.500,    0.32, 7674.54, 414.84,     9.250,    0.39, 3165.62, 342.23
           20,     10.250,    0.32, 4308.99, 420.39,      5.125,    0.00,     inf,    inf,     20.500,    0.33, 8414.80, 410.48,    10.250,    0.43, 3205.59, 312.74
           22,     11.250,    0.32, 4726.29, 420.11,      5.625,    0.00,     inf,    inf,     22.500,    0.33, 9253.45, 411.26,    11.250,    0.47, 3213.38, 285.63
           24,     12.250,    0.32, 5119.70, 417.93,      6.125,    0.00,     inf,    inf,     24.500,    0.33,10015.24, 408.79,    12.250,    0.51, 3218.60, 262.74
           28,     14.250,    0.32, 5967.19, 418.75,      7.125,    0.00,     inf,    inf,     28.500,    0.34,11414.98, 400.53,    14.250,    0.59, 3242.28, 227.53
           32,     16.250,    0.31, 6935.40, 426.79,      8.125,    0.00,     inf,    inf,     32.500,    0.34,13000.94, 400.03,    16.250,    0.67, 3258.83, 200.54
           40,     20.250,    0.35, 7856.66, 387.98,     10.125,    0.00,     inf,    inf,     40.500,    0.35,15652.06, 386.47,    20.250,    0.83, 3287.80, 162.36
           48,     24.250,    0.41, 8034.43, 331.32,     12.125,    0.00,     inf,    inf,     48.500,    0.41,15760.88, 324.97,    24.250,    0.98, 3304.35, 136.26
           56,     28.250,    0.47, 8106.88, 286.97,     14.125,    0.00,     inf,    inf,     56.500,    0.46,16429.65, 290.79,    28.250,    1.14, 3312.69, 117.26
           64,     32.250,    0.53, 8155.80, 252.89,     16.125,    0.00,     inf,    inf,     64.500,    0.53,16470.00, 255.35,    32.250,    1.30, 3321.38, 102.99
           80,     40.250,    0.66, 8208.57, 203.94,     20.125,    0.00,     inf,    inf,     80.500,    0.65,16527.00, 205.30,    40.250,    1.62, 3331.95,  82.78
           96,     48.250,    0.79, 8238.76, 170.75,     24.125,    0.00,     inf,    inf,     96.500,    0.78,16571.96, 171.73,    48.250,    1.94, 3338.86,  69.20
          128,     64.250,    1.04, 8280.21, 128.87,     32.125,    0.00,     inf,    inf,    128.500,    1.04,16631.95, 129.43,    64.250,    2.59, 3335.57,  51.92
          192,     96.250,    1.55, 8317.16,  86.41,     48.125,    0.00,     inf,    inf,    192.500,    1.55,16708.28,  86.80,    96.250,    3.83, 3370.03,  35.01
          256,    128.250,    2.06, 8345.90,  65.08,     64.125,    0.00,     inf,    inf,    256.500,    2.08,16534.81,  64.46,   128.250,    5.10, 3372.63,  26.30
--------------------------------------------------------------------------------------------------------------------------------------------------------------------
